"data_type","source","family","taxon","common","collector_observer","collectors_num","date","year","county","location","lat","long","elevation (m)","habitat","phenology","taxonauths"
"observation","356617","Malvaceae","Sidalcea oregana","Oregon checkermallow","Wilson, B., Otting, N., Newhouse, B.","","8 August 2008","2008","Lake","Sensitive species - location undisclosed","42.3000","-120.5000","1850","","","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"observation","355867","Malvaceae","Sidalcea oregana","Oregon checkermallow","Wilson, B., Otting, N., Newhouse, B.","","4 August 2008","2008","Lake","Sensitive species - location undisclosed","42.5000","-120.7000","1849","","","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"observation","284565","Malvaceae","Sidalcea campestris","meadow sidalcea","Wilson, B., Brainerd, R., Newhouse, B.","","2002","2002","Linn","I-5, mile 229 to 230","44.5762","-123.0619","","","","Sidalcea campestris Greene "
"image","dig14160","Malvaceae","Sidalcea malviflora ssp. asprella","Del Norte checkerbloom, harsh sidalcea","Keir Morse","","May 24, 2007","2007","Josephine","Deer Creek Center, Selma; site code: I109; 42.2732398932&#176; N -123.633936319&#176; W","42.2732","-123.6339","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. asprella (Greene) C.L. Hitchc. "
"image","dig17065","Malvaceae","Sidalcea malviflora ssp. asprella","Del Norte checkerbloom, harsh sidalcea","Gerald D. Carr","","June 12, 2007","2007","Josephine","Eight Dollar Mountain, southwest of, NFD Road 4201, 2.0 mi. south of Illinois River Bridge; 42.23494&#176; N -123.70247&#176; W","42.2349","-123.7025","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. asprella (Greene) C.L. Hitchc. "
"observation","380722","Malvaceae","Sidalcea malviflora ssp. virgata","rose sidalcea, rose checkermallow","Bluhm, W., Savage, J., Kimmich, R.","","27 June 2009","2009","Yamhill","Yamhill Oaks Preserve","45.1802","-123.3722","91","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
"observation","355833","Malvaceae","Sidalcea oregana","Oregon checkermallow","Wilson, B., Otting, N., Newhouse, B.","","4 August 2008","2008","Lake","Sensitive species - location undisclosed","42.5000","-120.7000","1812","","","Sidalcea oregana (Nutt. ex Torr. & A. Gray) A. Gray "
"observation","179053","Malvaceae","Sidalcea campestris","meadow sidalcea","Boyer, L.","","2002","2002","Lane","Jasper","43.9605","-122.8963","","","","Sidalcea campestris Greene "
"observation","309548","Malvaceae","Sidalcea nelsoniana","Nelson's checkermallow","Salix Associates","","June 2006","2006","Benton","Sensitive species - location undisclosed","44.6000","-123.2000","","","","Sidalcea nelsoniana Piper "
"observation","170498","Malvaceae","Sidalcea malviflora ssp. virgata","rose sidalcea, rose checkermallow","Boyer, L.","","2002","2002","Lane","Vicinity of Eugene","44.1249","-123.3052","","","","Sidalcea malviflora (DC.) A. Gray ex Benth. ssp. virgata (Howell) C.L. Hitchc. "
