TSN|Scientific Name|Author|Rank Name|Credibility|Name Usage|Accepted TSN|Accepted Name
42591|Lemna gibba|L.|Species        |Reviewed|accepted||
42590|Lemna minor|L.|Species        |Reviewed|accepted||
503361|Lemna minuta|Kunth|Species        |Reviewed|accepted||
42595|Lemna trisulca|L.|Species        |Reviewed|accepted||
503362|Lemna turionifera|Landolt|Species        |Reviewed|accepted||
42596|Lemna valdiviana|Phil.|Species        |Reviewed|accepted||
503629|Lysichiton americanus|Hultén & H. St. John|Species        |Reviewed|accepted||
42599|Spirodela polyrhiza|(L.) Schleid.|Species        |Reviewed|not accepted|505347|Spirodela polyrrhiza
505749|Wolffia borealis|(Engelm. ex Hegelm.) Landolt|Species        |Reviewed|accepted||
42555|Zantedeschia aethiopica|(L.) Spreng.|Species        |Reviewed|accepted||
517578|Nuphar polysepala|Engelm.|Species        |Reviewed|accepted||
18384|Nymphaea odorata|Aiton|Species        |Reviewed|accepted||
42318|Sparganium angustifolium|Michx.|Species        |Reviewed|accepted||
42315|Sparganium emersum|Rehmann|Species        |Reviewed|accepted||
42316|Sparganium eurycarpum|Engelm.|Species        |Reviewed|accepted||
507177|Sparganium natans|L.|Species        |Reviewed|accepted||
42325|Typha angustifolia|L.|Species        |Reviewed|accepted||
42327|Typha domingensis|Pers.|Species        |Reviewed|accepted||
42326|Typha latifolia|L.|Species        |Reviewed|accepted||
503654|Maianthemum dilatatum|(Alph. Wood) A. Nelson & J.F. Macbr.|Species        |Reviewed|accepted||
503655|Maianthemum racemosum|(L.) Link|Species        |Reviewed|accepted||
503656|Maianthemum stellatum|(L.) Link|Species        |Reviewed|accepted||
42707|Allium acuminatum|Hook.|Species        |Reviewed|accepted||
42709|Allium amplectens|Torr.|Species        |Reviewed|accepted||
42710|Allium anceps|Kellogg|Species        |Reviewed|accepted||
42712|Allium atrorubens|S. Watson|Species        |Reviewed|accepted||
42714|Allium bisceptrum|S. Watson|Species        |Reviewed|accepted||
42715|Allium bolanderi|S. Watson|Species        |Reviewed|accepted||
42719|Allium campanulatum|S. Watson|Species        |Reviewed|accepted||
42695|Allium cratericola|Eastw.|Species        |Reviewed|accepted||
42698|Allium dichlamydeum|Greene|Species        |Reviewed|accepted||
42703|Allium falcifolium|Hook. & Arn.|Species        |Reviewed|accepted||
42642|Allium fimbriatum|S. Watson|Species        |Reviewed|accepted||
42678|Allium hoffmanii|Ownbey|Species        |Reviewed|accepted||
42681|Allium lemmonii|S. Watson|Species        |Reviewed|accepted||
42685|Allium membranaceum|Ownbey|Species        |Reviewed|accepted||
42686|Allium neapolitanum|Cirillo|Species        |Reviewed|accepted||
42688|Allium obtusum|Lemmon|Species        |Reviewed|accepted||
507867|Allium paniculatum|L.|Species        |Reviewed|accepted||
42690|Allium parvum|Kellogg|Species        |Reviewed|accepted||
42692|Allium peninsulare|Lemmon ex Greene|Species        |Reviewed|accepted||
42649|Allium platycaule|S. Watson|Species        |Reviewed|accepted||
42661|Allium punctum|L.F. Hend.|Species        |Reviewed|accepted||
42664|Allium sanbornii|Alph. Wood|Species        |Reviewed|accepted||
42667|Allium serra|McNeal & Ownbey|Species        |Reviewed|accepted||
42653|Allium siskiyouense|Ownbey|Species        |Reviewed|accepted||
42671|Allium tolmiei|Baker|Species        |Reviewed|accepted||
42654|Allium tribracteatum|Torr.|Species        |Reviewed|accepted||
42673|Allium triquetrum|L.|Species        |Reviewed|accepted||
42674|Allium unifolium|Kellogg|Species        |Reviewed|accepted||
42655|Allium validum|S. Watson|Species        |Reviewed|accepted||
42637|Allium vineale|L.|Species        |Reviewed|accepted||
42955|Ipheion uniflorum|(Lindl.) Raf.|Species        |Reviewed|not accepted|565582|Tristagma uniflorum
|Ceanothus Xlorenzenii|||||
28456|Ceanothus X arcuatus|McMinn (pro. sp.)|Species        |Reviewed|accepted||
508099|Ceanothus confusus|J.T. Howell|Species        |Reviewed|accepted||
28458|Ceanothus cordulatus|Kellogg|Species        |Reviewed|accepted||
28460|Ceanothus cuneatus|(Hook.) Nutt.|Species        |Reviewed|accepted||
28466|Ceanothus diversifolius|Kellogg|Species        |Reviewed|accepted||
28470|Ceanothus foliosus|Parry|Species        |Reviewed|accepted||
28472|Ceanothus gloriosus|J.T. Howell|Species        |Reviewed|accepted||
28478|Ceanothus incanus|Torr. & A. Gray|Species        |Reviewed|accepted||
28479|Ceanothus integerrimus|Hook. & Arn.|Species        |Reviewed|accepted||
28480|Ceanothus jepsonii|Greene|Species        |Reviewed|accepted||
28481|Ceanothus lemmonii|Parry|Species        |Reviewed|accepted||
28482|Ceanothus leucodermis|Greene|Species        |Reviewed|accepted||
28487|Ceanothus masonii|McMinn|Species        |Reviewed|accepted||
28492|Ceanothus oliganthus|Nutt.|Species        |Reviewed|accepted||
28495|Ceanothus papillosus|Torr. & A. Gray|Species        |Reviewed|accepted||
28496|Ceanothus parryi|Trel.|Species        |Reviewed|accepted||
28497|Ceanothus parvifolius|(S. Watson) Trel.|Species        |Reviewed|accepted||
28498|Ceanothus pinetorum|Coville|Species        |Reviewed|accepted||
28499|Ceanothus prostratus|Benth.|Species        |Reviewed|accepted||
28500|Ceanothus pumilus|Greene|Species        |Reviewed|accepted||
28501|Ceanothus purpureus|Jeps.|Species        |Reviewed|accepted||
28506|Ceanothus sanguineus|Pursh|Species        |Reviewed|accepted||
28513|Ceanothus thyrsiflorus|Eschsch.|Species        |Reviewed|accepted||
28514|Ceanothus tomentosus|Parry|Species        |Reviewed|accepted||
28517|Ceanothus velutinus|Douglas ex Hook.|Species        |Reviewed|accepted||
510499|Ceanothus vestitus|Greene|Species        |Reviewed|not accepted|531484|Ceanothus greggii var. vestitus
506985|Frangula californica|(Eschsch.) A. Gray|Species        |Reviewed|not accepted|28565|Rhamnus californica
506987|Frangula purshiana|(DC.) A. Gray|Species        |Reviewed|not accepted|28582|Rhamnus purshiana
506988|Frangula rubra|(Greene) Grubov|Species        |Reviewed|not accepted|28584|Rhamnus rubra ssp. rubra
28562|Rhamnus alnifolia|L'Hér.|Species        |Reviewed|accepted||
28574|Rhamnus crocea|Nutt.|Species        |Reviewed|accepted||
520016|Rhamnus ilicifolia|Kellogg|Species        |Reviewed|accepted||
28596|Ziziphus obtusifolia|(Hook. ex Torr. & A. Gray) A. Gray|Species        |Reviewed|accepted||
32932|Fraxinus dipetala|Hook. & Arn.|Species        |Reviewed|accepted||
32944|Fraxinus latifolia|Benth.|Species        |Reviewed|accepted||
32936|Fraxinus velutina|Torr.|Species        |Reviewed|accepted||
503449|Ligustrum japonicum|Thunb.|Species        |Reviewed|accepted||
503450|Ligustrum lucidum|W.T. Aiton|Species        |Reviewed|accepted||
32977|Ligustrum ovalifolium|Hassk.|Species        |Reviewed|accepted||
32980|Ligustrum vulgare|L.|Species        |Reviewed|accepted||
32987|Menodora spinescens|A. Gray|Species        |Reviewed|accepted||
29584|Anethum graveolens|L.|Species        |Reviewed|accepted||
29435|Angelica arguta|Nutt. ex Torr. & A. Gray|Species        |Reviewed|accepted||
29437|Angelica breweri|A. Gray|Species        |Reviewed|accepted||
182149|Angelica californica|Jeps.|Species        |Reviewed|accepted||
29442|Angelica genuflexa|Nutt.|Species        |Reviewed|accepted||
29444|Angelica hendersonii|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29432|Angelica lucida|L.|Species        |Reviewed|accepted||
29451|Angelica tomentosa|S. Watson|Species        |Reviewed|accepted||
29586|Anthriscus caucalis|M. Bieb.|Species        |Reviewed|accepted||
29590|Apiastrum angustifolium|Nutt.|Species        |Reviewed|accepted||
29592|Apium graveolens|L.|Species        |Reviewed|accepted||
182184|Apium graveolens|L.|Species        |Reviewed|not accepted|822378|Apium graveolens var. graveolens
29596|Berula erecta|(Huds.) Coville|Species        |Reviewed|accepted||
29601|Bowlesia incana|Ruiz & Pav.|Species        |Reviewed|accepted||
29457|Cicuta douglasii|(DC.) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29456|Cicuta maculata|L.|Species        |Reviewed|accepted||
29468|Conioselinum pacificum|(S. Watson) J.M. Coult. & Rose|Species        |Reviewed|not accepted|29467|Conioselinum chinense
29473|Conium maculatum|L.|Species        |Reviewed|accepted||
507572|Cyclospermum leptophyllum|(Pers.) Sprague ex Britton & P. Wilson|Species        |Reviewed|accepted||
511934|Cymopterus terebinthinus|(Hook.) Torr. & A. Gray|Species        |Reviewed|not accepted|529927|Pteryxia terebinthina var. terebinthina
29477|Daucus carota|L.|Species        |Reviewed|accepted||
29478|Daucus pusillus|Michx.|Species        |Reviewed|accepted||
29481|Eryngium alismifolium|Greene|Species        |Reviewed|accepted||
29482|Eryngium aristulatum|Jeps.|Species        |Reviewed|accepted||
29483|Eryngium armatum|(S. Watson) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29485|Eryngium articulatum|Hook.|Species        |Reviewed|accepted||
182164|Eryngium castrense|Jeps.|Species        |Reviewed|accepted||
182166|Eryngium mathiasiae|Sheikh|Species        |Reviewed|accepted||
29505|Eryngium vaseyi|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29509|Foeniculum vulgare|Mill.|Species        |Reviewed|accepted||
29511|Glehnia littoralis|F. Schmidt ex Miq.|Species        |Reviewed|accepted||
502953|Heracleum maximum|Bartram|Species        |Reviewed|not accepted|525943|Heracleum sphondylium ssp. montanum
29525|Ligusticum apiifolium|(Nutt. ex Torr. & A. Gray) A. Gray|Species        |Reviewed|accepted||
29527|Ligusticum californicum|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29531|Ligusticum grayi|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29539|Lilaeopsis occidentalis|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29679|Lomatium bicolor|(S. Watson) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29682|Lomatium californicum|(Nutt.) Mathias & Constance|Species        |Reviewed|accepted||
29683|Lomatium canbyi|(J.M. Coult. & Rose) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29684|Lomatium caruifolium|(Hook. & Arn.) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29685|Lomatium ciliolatum|Jeps.|Species        |Reviewed|accepted||
29688|Lomatium congdonii|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29692|Lomatium dasycarpum|(Torr. & A. Gray) J.M. Coult. & Rose|Species        |Reviewed|accepted||
503534|Lomatium dissectum|(Nutt.) Mathias & Constance|Species        |Reviewed|accepted||
29697|Lomatium engelmannii|Mathias|Species        |Reviewed|accepted||
29699|Lomatium foeniculaceum|(Nutt.) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29707|Lomatium grayi|(J.M. Coult. & Rose) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29709|Lomatium hallii|(S. Watson) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29710|Lomatium hendersonii|(J.M. Coult. & Rose) J.M. Coult. & Rose|Species        |Reviewed|accepted||
565280|Lomatium hooveri|(Mathias & Constance) Constance & Ertter|Species        |Reviewed|accepted||
29711|Lomatium howellii|(S. Watson) Jeps.|Species        |Reviewed|accepted||
29719|Lomatium macrocarpum|(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29720|Lomatium marginatum|(Benth.) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29721|Lomatium martindalei|(J.M. Coult. & Rose) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29728|Lomatium nevadense|(S. Watson) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29731|Lomatium nudicaule|(Pursh) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29737|Lomatium peckianum|Mathias & Constance|Species        |Reviewed|accepted||
29738|Lomatium piperi|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29739|Lomatium plummerae|(J.M. Coult. & Rose) J.M. Coult. & Rose|Species        |Reviewed|not accepted|29695|Lomatium donnellii
29741|Lomatium ravenii|Mathias & Constance|Species        |Reviewed|accepted||
507055|Lomatium roseanum|Cronquist|Species        |Reviewed|accepted||
29753|Lomatium tracyi|Mathias & Constance|Species        |Reviewed|accepted||
29754|Lomatium triternatum|(Pursh) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29756|Lomatium utriculatum|(Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose|Species        |Reviewed|accepted||
29757|Lomatium vaginatum|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29563|Oenanthe sarmentosa|C. Presl ex DC.|Species        |Reviewed|accepted||
29776|Orogenia fusiformis|S. Watson|Species        |Reviewed|accepted||
507093|Osmorhiza berteroi|DC.|Species        |Reviewed|accepted||
29790|Osmorhiza depauperata|Phil.|Species        |Reviewed|accepted||
29792|Osmorhiza occidentalis|(Nutt. ex Torr. & A. Gray) Torr.|Species        |Reviewed|accepted||
29793|Osmorhiza purpurea|(J.M. Coult. & Rose) Suksd.|Species        |Reviewed|accepted||
29548|Oxypolis occidentalis|J.M. Coult. & Rose|Species        |Reviewed|accepted||
29795|Pastinaca sativa|L.|Species        |Reviewed|accepted||
29799|Perideridia bolanderi|(A. Gray) A. Nelson & J.F. Macbr.|Species        |Reviewed|accepted||
29804|Perideridia gairdneri|(Hook. & Arn.) Mathias|Species        |Reviewed|accepted||
29807|Perideridia howellii|(J.M. Coult. & Rose) Mathias|Species        |Reviewed|accepted||
29808|Perideridia kelloggii|(A. Gray) Mathias|Species        |Reviewed|accepted||
29809|Perideridia lemmonii|(J.M. Coult. & Rose) T.I. Chuang & Constance|Species        |Reviewed|accepted||
29810|Perideridia leptocarpa|T.I. Chuang & Constance|Species        |Reviewed|accepted||
29811|Perideridia oregana|(S. Watson) Mathias|Species        |Reviewed|accepted||
29812|Perideridia parishii|(J.M. Coult. & Rose) A. Nelson & J.F. Macbr.|Species        |Reviewed|accepted||
29817|Petroselinum crispum|(Mill.) Nyman ex A.W. Hill|Species        |Reviewed|not accepted|822347|Petroselinum crispum
822347|Petroselinum crispum|(Mill.) Fuss|Species        |Reviewed|accepted||
29846|Sanicula arctopoides|Hook. & Arn.|Species        |Reviewed|accepted||
29848|Sanicula bipinnata|Hook. & Arn.|Species        |Reviewed|accepted||
29849|Sanicula bipinnatifida|Douglas ex Hook.|Species        |Reviewed|accepted||
29851|Sanicula crassicaulis|Poepp. ex DC.|Species        |Reviewed|accepted||
29852|Sanicula graveolens|Poepp. ex DC.|Species        |Reviewed|accepted||
29855|Sanicula laciniata|Hook. & Arn.|Species        |Reviewed|accepted||
29857|Sanicula maritima|Kellogg ex S. Watson|Species        |Reviewed|accepted||
29858|Sanicula peckiana|J.F. Macbr.|Species        |Reviewed|accepted||
29861|Sanicula tracyi|Shan & Constance|Species        |Reviewed|accepted||
29863|Sanicula tuberosa|Torr.|Species        |Reviewed|accepted||
29865|Scandix pecten-veneris|L.|Species        |Reviewed|accepted||
29558|Sium suave|Walter|Species        |Reviewed|accepted||
29873|Sphenosciadium capitellatum|A. Gray|Species        |Reviewed|accepted||
29878|Tauschia glauca|(J.M. Coult. & Rose) Mathias & Constance|Species        |Reviewed|accepted||
29879|Tauschia hartwegii|(A. Gray) J.F. Macbr.|Species        |Reviewed|accepted||
29881|Tauschia howellii|(J.M. Coult. & Rose) J.F. Macbr.|Species        |Reviewed|accepted||
29882|Tauschia kelloggii|(A. Gray) J.F. Macbr.|Species        |Reviewed|accepted||
29894|Torilis arvensis|(Huds.) Link|Species        |Reviewed|accepted||
29895|Torilis japonica|(Houtt.) DC.|Species        |Reviewed|accepted||
29896|Torilis nodosa|(L.) Gaertn.|Species        |Reviewed|accepted||
29903|Yabea microcarpa|(Hook. & Arn.) Koso-Pol.|Species        |Reviewed|accepted||
19160|Humulus lupulus|L.|Species        |Reviewed|accepted||
500983|Asyneuma prenanthoides|(Durand) McVaugh|Species        |Reviewed|accepted||
34475|Campanula angustiflora|Eastw.|Species        |Reviewed|accepted||
34479|Campanula californica|(Kellogg) A. Heller|Species        |Reviewed|accepted||
501170|Campanula griffinii|Morin|Species        |Reviewed|accepted||
34497|Campanula rotundifolia|L.|Species        |Reviewed|accepted||
34498|Campanula scabrella|Engelm.|Species        |Reviewed|accepted||
34499|Campanula scouleri|Hook. ex A. DC.|Species        |Reviewed|accepted||
34500|Campanula shetleri|Heckard|Species        |Reviewed|accepted||
34502|Campanula wilkinsiana|Greene|Species        |Reviewed|accepted||
34552|Downingia bacigalupii|Weiler|Species        |Reviewed|accepted||
34554|Downingia bicornuta|A. Gray|Species        |Reviewed|accepted||
34555|Downingia concolor|Greene|Species        |Reviewed|accepted||
34556|Downingia cuspidata|(Greene) Greene ex Jeps.|Species        |Reviewed|not accepted|845393|Downingia cuspidata
845393|Downingia cuspidata|(Greene) Rattan|Species        |Reviewed|accepted||
34557|Downingia elegans|(Douglas ex Lindl.) Torr.|Species        |Reviewed|accepted||
34558|Downingia insignis|Greene|Species        |Reviewed|accepted||
34559|Downingia laeta|(Greene) Greene|Species        |Reviewed|accepted||
34560|Downingia montana|Greene|Species        |Reviewed|accepted||
502113|Downingia pulchella|(Lindl.) Torr.|Species        |Reviewed|accepted||
845372|Downingia pulcherrima|M. Peck|Species        |Reviewed|not accepted|34564|Downingia yina
512457|Downingia willamettensis|M. Peck|Species        |Reviewed|not accepted|34564|Downingia yina
34564|Downingia yina|Applegate|Species        |Reviewed|accepted||
34567|Githopsis diffusa|A. Gray|Species        |Reviewed|accepted||
